id,band_1,band_2,inc_angle
8fc1d7a9,"[[-23.845499 -24.58     -22.540255 ... -25.109751 -24.842518 -25.109842]
 [-25.667107 -26.266418 -24.083574 ... -25.96479  -28.76841  -28.768456]
 [-27.975021 -24.083574 -25.106668 ... -26.585474 -26.58552  -25.385607]
 ...
 [-27.605942 -27.251411 -24.580679 ... -28.768999 -25.671005 -24.843197]
 [-27.975609 -27.605988 -21.406334 ... -23.617714 -25.386196 -26.270315]
 [-25.96225  -22.954578 -22.341249 ... -22.748398 -25.671005 -25.386242]]","[[-30.600555 -32.93071  -32.930756 ... -31.13035  -31.690969 -30.107391]
 [-31.687708 -31.127178 -31.687798 ... -31.690924 -30.603817 -28.768456]
 [-28.765192 -30.600645 -32.930801 ... -29.637678 -28.364342 -29.637768]
 ...
 [-32.287605 -34.382359 -30.601276 ... -30.604404 -29.638359 -30.604498]
 [-29.189566 -28.361757 -31.688431 ... -37.151585 -34.385574 -32.290913]
 [-28.361757 -27.9757   -27.606077 ... -34.385532 -34.385574 -31.131077]]",42.5644
e8d6fcbb,"[[-19.518726 -17.366108 -16.952477 ... -25.017012 -23.181664 -21.842787]
 [-18.992147 -18.25775  -18.14122  ... -26.398628 -20.998774 -19.798874]
 [-19.251507 -19.251507 -19.655634 ... -26.398628 -24.282616 -24.051037]
 ...
 [-19.252285 -19.936628 -15.99786  ... -19.940834 -18.381035 -17.80566 ]
 [-21.491821 -18.25865  -13.916148 ... -18.500782 -16.277832 -16.093081]
 [-19.519627 -18.142059 -17.157761 ... -21.161915 -17.371214 -15.561124]]","[[-23.386648 -24.761024 -24.046774 ... -23.181602 -21.326582 -23.605509]
 [-26.099901 -27.01511  -28.038219 ... -25.017012 -22.021824 -23.825417]
 [-28.03816  -28.03816  -27.683643 ... -25.017012 -25.819416 -27.347242]
 ...
 [-25.013588 -22.388069 -21.839363 ... -24.521381 -24.283457 -24.05188 ]
 [-23.602026 -22.201328 -24.047672 ... -28.798979 -27.688692 -26.105127]
 [-26.1008   -25.540285 -26.395386 ... -26.704271 -26.399532 -27.688751]]",38.1229
958d155f,"[[-25.950783 -26.571512 -22.943153 ... -20.554056 -23.160778 -20.716503]
 [-23.834751 -25.371597 -22.529507 ... -21.39801  -23.83794  -21.398098]
 [-20.235025 -22.529461 -22.943199 ... -23.837894 -23.83794  -24.572441]
 ...
 [-22.13512  -24.073364 -20.713942 ... -21.051159 -23.606934 -24.321291]
 [-25.096371 -26.57214  -22.330406 ... -21.947405 -22.333553 -27.968094]
 [-21.219969 -22.33036  -21.220058 ... -21.577738 -22.333553 -22.737665]]","[[-29.623671 -30.093336 -27.594606 ... -27.597706 -27.967419 -29.181421]
 [-30.589808 -27.964275 -26.89941  ... -30.096481 -26.902508 -28.757633]
 [-27.594563 -25.095833 -25.095879 ... -32.923065 -27.597752 -27.967464]
 ...
 [-29.17877  -31.677589 -29.624388 ... -31.680737 -29.182007 -25.660227]
 [-30.09392  -31.677589 -28.755074 ... -30.097111 -29.182007 -28.758266]
 [-31.677544 -31.117016 -27.964901 ... -28.758175 -29.182007 -30.0972  ]]",42.5145
ec4952c3,"[[-19.772322 -20.066835 -18.433485 ... -14.832793 -16.750582 -12.732334]
 [-24.705818 -22.466393 -20.066936 ... -16.750532 -16.750582 -15.784538]
 [-23.971363 -24.965168 -20.68762  ... -17.062634 -18.072502 -18.948132]
 ...
 [-18.94521  -18.559156 -20.067627 ... -20.222055 -20.532351 -19.776628]
 [-17.383547 -18.434177 -21.016121 ... -17.838329 -17.838379 -19.081387]
 [-16.954527 -16.545753 -20.067627 ... -17.387062 -19.491819 -19.776678]]","[[-28.890963 -26.392235 -24.705868 ... -25.23591  -22.873974 -23.517719]
 [-30.726418 -29.314846 -24.209444 ... -23.29771  -22.873974 -22.874023]
 [-28.100838 -29.760372 -29.314896 ... -23.743238 -25.511724 -21.897051]
 ...
 [-25.793665 -27.731915 -27.377388 ... -24.969275 -23.975571 -26.396492]
 [-22.666719 -24.706558 -26.708912 ... -31.81773  -26.71233  -25.236654]
 [-23.08041  -24.210089 -26.088228 ... -25.512371 -24.213602 -23.518412]]",41.1402
1dc1c160,"[[-20.755899 -19.012949 -18.019245 ... -18.140995 -16.717535 -15.944998]
 [-20.596573 -21.42448  -17.787659 ... -18.885956 -19.559671 -16.517902]
 [-19.417015 -20.918362 -17.787659 ... -17.79118  -17.791231 -15.762131]
 ...
 [-20.756676 -17.342804 -17.674841 ... -18.261528 -19.284632 -16.132524]
 [-19.41774  -19.698006 -22.735287 ... -15.321751 -17.34643  -16.227453]
 [-20.919035 -20.597347 -24.278605 ... -15.762806 -17.346481 -16.132578]]","[[-24.277725 -25.033548 -24.774302 ... -25.304453 -23.366302 -23.586264]
 [-26.776552 -27.104412 -23.582638 ... -25.304453 -22.343254 -23.811884]
 [-28.959442 -31.882053 -23.582638 ... -25.037174 -24.043468 -24.777977]
 ...
 [-25.301552 -27.800379 -28.556202 ... -24.778599 -24.526871 -22.738913]
 [-22.535498 -25.57737  -29.829582 ... -24.044144 -26.780956 -25.581047]
 [-23.58326  -26.156643 -29.829582 ... -28.559776 -25.038004 -23.81266 ]]",40.3904
b8712f74,"[[-14.397927 -16.411392 -14.78075  ... -18.665539 -21.711367 -20.422268]
 [-14.780689 -15.515207 -15.515207 ... -18.665539 -19.432499 -21.539423]
 [-15.687149 -16.317551 -16.797617 ... -17.628965 -18.42437  -21.370821]
 ...
 [-18.78764  -19.168165 -19.039545 ... -16.13875  -15.780581 -16.323687]
 [-17.847769 -18.07345  -18.664618 ... -16.047861 -17.851454 -17.311785]
 [-19.566124 -18.07345  -19.566185 ... -17.311724 -16.90296  -17.963593]]","[[-27.728289 -31.604748 -25.859976 ... -25.587704 -26.747606 -27.391359]
 [-31.078169 -27.059935 -27.059935 ... -25.587704 -27.391298 -27.063551]
 [-29.666548 -31.078232 -29.666672 ... -28.08654  -31.608427 -26.148462]
 ...
 [-25.586601 -25.586662 -22.064898 ... -28.088999 -23.652084 -25.323067]
 [-24.8083   -24.325687 -26.147358 ... -24.097612 -25.590345 -23.652145]
 [-23.224737 -24.325687 -26.441824 ... -24.32925  -28.458788 -27.734606]]",36.9052
617e8264,"[[-24.858299 -26.285461 -23.407379 ... -20.114296 -22.362785 -26.60461 ]
 [-20.90851  -23.407333 -22.972992 ... -22.976162 -25.404652 -22.562561]
 [-21.249178 -23.63295  -24.102619 ... -20.911772 -23.410591 -22.976254]
 ...
 [-18.838341 -17.499451 -18.971045 ... -19.245626 -19.384649 -19.384695]
 [-20.421965 -19.242455 -19.522715 ... -19.245672 -18.711033 -19.815535]
 [-23.633547 -22.76428  -24.103262 ... -19.525887 -19.245718 -21.253176]]","[[-27.269779 -25.40139  -25.401436 ... -25.689369 -28.383387 -29.211285]
 [-29.653507 -27.624399 -27.269869 ... -28.787453 -28.787498 -25.404697]
 [-29.653507 -26.929157 -25.980711 ... -28.383387 -28.38343  -27.27313 ]
 ...
 [-26.601944 -26.929798 -31.707487 ... -29.211838 -27.628258 -26.289368]
 [-26.286058 -26.601992 -28.380859 ... -29.657412 -26.605253 -26.933107]
 [-27.994663 -26.929798 -27.270512 ... -28.384029 -29.211929 -29.211977]]",42.559
db9e31b4,"[[-21.604389 -22.79071  -25.219194 ... -22.180136 -24.16787  -25.506844]
 [-21.421524 -20.72632  -23.682394 ... -22.37982  -24.678951 -24.419691]
 [-20.560829 -19.92889  -21.067028 ... -25.221956 -24.16787  -24.678991]
 ...
 [-26.103546 -24.41717  -22.177734 ... -23.685555 -23.92358  -23.228378]
 [-21.421925 -23.225496 -23.682795 ... -24.67931  -24.679352 -21.607714]
 [-22.377378 -23.225496 -24.67655  ... -21.424767 -24.94663  -22.180616]]","[[-27.087547 -27.087589 -27.811871 ... -26.421913 -27.814672 -28.604885]
 [-27.442123 -31.524563 -30.43745  ... -27.444963 -28.604843 -28.604885]
 [-25.219114 -29.471317 -32.767559 ... -27.444963 -32.770363 -29.474197]
 ...
 [-29.941257 -29.471676 -27.812231 ... -25.80163  -29.02903  -28.201216]
 [-26.419472 -23.920738 -29.471756 ... -25.80163  -29.47456  -28.201216]
 [-28.602362 -25.798828 -24.67655  ... -26.750124 -29.94418  -28.201216]]",44.6137
0840a539,"[[-18.128666 -24.031038 -19.136755 ... -19.40465  -19.404598 -21.587437]
 [-24.03109  -24.031038 -18.493059 ... -22.136305 -22.136253 -23.350159]
 [-20.431416 -19.136856 -22.139915 ... -21.766689 -19.543627 -20.584156]
 ...
 [-19.408934 -19.689095 -18.129183 ... -19.001202 -16.601643 -15.135232]
 [-15.841272 -19.689095 -17.4431   ... -17.662266 -18.490068 -18.490017]
 [-15.841272 -20.127132 -18.618658 ... -18.615097 -21.950071 -20.584724]]","[[-26.451965 -25.024794 -26.767746 ... -24.761883 -27.091942 -30.28591 ]
 [-25.292126 -25.024794 -27.43622  ... -27.091995 -28.947025 -33.112492]
 [-26.7679   -23.799454 -24.513712 ... -25.021233 -27.091995 -28.156853]
 ...
 [-24.766167 -23.80002  -24.031605 ... -23.136404 -25.564795 -29.816904]
 [-25.568508 -24.514332 -23.354439 ... -28.947695 -28.947641 -30.286526]
 [-25.568508 -27.096226 -24.766062 ... -30.783102 -27.787804 -27.09251 ]]",40.4793
e19e1599,"[[-25.384926 -21.684059 -21.684114 ... -23.896132 -25.664625 -26.864639]
 [-27.883701 -20.840107 -19.925011 ... -24.127769 -24.610498 -24.862335]
 [-25.66069  -22.818613 -22.232878 ... -25.388805 -24.127825 -24.365864]
 ...
 [-27.884302 -30.383131 -27.529835 ... -27.192938 -28.644009 -24.611153]
 [-24.607164 -24.859001 -23.892963 ... -28.257849 -26.549301 -22.428265]
 [-23.232903 -24.362585 -24.60733  ... -27.192993 -24.862938 -25.950146]]","[[-25.384926 -26.860706 -27.188568 ... -28.257248 -29.47126  -26.548752]
 [-29.043541 -28.639526 -25.117758 ... -27.887581 -30.38641  -27.88769 ]
 [-29.043541 -26.860706 -24.124001 ... -25.388805 -26.548698 -26.864639]
 ...
 [-27.18906  -26.861305 -27.189169 ... -25.665171 -28.644009 -28.257959]
 [-25.946102 -28.254023 -27.189169 ... -25.665171 -25.950035 -26.865242]
 [-26.861305 -24.362585 -24.36264  ... -24.611101 -24.611153 -26.865294]]",39.5835
04dd72e9,"[[-22.709425 -25.632029 -25.071499 ... -19.329714 -19.329714 -19.470995]
 [-22.505039 -24.048405 -23.810463 ... -21.026144 -19.760551 -19.054035]
 [-20.210649 -23.810421 -22.918819 ... -21.552723 -21.373671 -18.919369]
 ...
 [-20.527153 -22.919395 -21.195717 ... -21.553343 -24.548634 -24.052204]
 [-23.810993 -21.733114 -21.919958 ... -21.198767 -24.548634 -26.55098 ]
 [-23.579357 -20.367817 -22.505745 ... -19.471571 -22.309158 -22.922577]]","[[-25.347176 -26.874989 -27.939941 ... -27.942991 -27.942991 -29.156992]
 [-30.565432 -26.231293 -29.153898 ... -28.733162 -26.550316 -26.878168]
 [-27.215611 -31.65263  -30.565519 ... -30.072098 -27.218792 -26.878168]
 ...
 [-30.069578 -26.875607 -27.216316 ... -29.157566 -29.15761  -28.733868]
 [-31.092627 -26.875607 -26.231956 ... -31.095768 -29.15761  -29.603184]
 [-30.069578 -28.326618 -27.570892 ... -29.603096 -27.943653 -27.574032]]",43.2697
6b37488d,"[[-22.397081 -23.245199 -22.810856 ... -25.242104 -29.494307 -28.220966]
 [-23.702457 -22.397163 -24.963573 ... -25.242104 -25.526955 -25.526997]
 [-23.470819 -23.245239 -24.963573 ... -26.442104 -27.110619 -28.221006]
 ...
 [-22.811344 -22.602074 -23.025902 ... -23.474237 -24.966949 -24.440413]
 [-26.439745 -25.819101 -23.025902 ... -22.005657 -23.248657 -22.605003]
 [-25.524635 -28.622715 -25.239908 ... -24.188549 -25.821991 -22.814314]]","[[-30.457474 -29.491421 -30.984133 ... -26.769871 -26.769913 -27.110619]
 [-35.066494 -33.482906 -32.144012 ... -26.769871 -26.769913 -28.220966]
 [-30.457514 -30.457554 -32.144012 ... -29.494307 -30.987019 -33.485836]
 ...
 [-30.458042 -28.218609 -27.832544 ... -30.987511 -29.049351 -27.465765]
 [-32.144463 -31.545237 -27.832544 ... -30.987511 -30.460972 -30.461014]
 [-33.483437 -32.788235 -29.961693 ... -30.460932 -30.987551 -27.465765]]",44.5936
cdd37130,"[[-22.622183 -22.622183 -20.174103 ... -19.036053 -20.646494 -21.143013]
 [-20.327789 -21.140196 -18.389685 ... -18.772873 -18.392456 -22.425411]
 [-19.728573 -19.728573 -20.64377  ... -19.58782  -19.58782  -20.808947]
 ...
 [-22.624092 -22.62414  -17.231756 ... -20.332523 -19.733307 -19.038113]
 [-24.167459 -27.689331 -20.025043 ... -20.178833 -18.271212 -19.58983 ]
 [-20.329796 -20.329796 -20.973537 ... -18.774883 -18.774883 -19.58983 ]]","[[-28.443098 -28.443098 -25.464365 ... -24.664743 -27.335567 -24.664839]
 [-27.687325 -29.271    -29.716576 ... -22.230118 -24.664839 -24.924185]
 [-26.664324 -26.664324 -29.716576 ... -22.625048 -22.625048 -25.467232]
 ...
 [-26.045502 -27.689283 -26.350395 ... -24.414923 -24.170282 -23.475086]
 [-26.045549 -26.350395 -24.167555 ... -23.040655 -23.475086 -23.932392]
 [-26.994091 -26.994091 -26.350443 ... -25.469147 -24.666801 -23.932392]]",41.4183
f8f48007,"[[-18.292791 -21.043394 -18.417858 ... -18.676439 -20.080482 -21.394104]
 [-19.071152 -19.631771 -17.928385 ... -20.55006  -21.573158 -22.528658]
 [-23.373505 -19.347008 -19.926327 ... -20.080441 -21.942825 -23.602354]
 ...
 [-18.170212 -17.242882 -18.673973 ... -20.55069  -21.219212 -21.756697]
 [-17.025723 -17.025723 -17.025768 ... -22.134314 -22.52924  -26.899187]
 [-19.778383 -18.937202 -18.545336 ... -19.930004 -22.329557 -26.571379]]","[[-29.174152 -26.56752  -27.236042 ... -31.115536 -29.622908 -30.589046]
 [-33.611126 -30.089348 -29.61977  ... -28.75355  -28.753595 -30.092575]
 [-27.960241 -29.61977  -30.585909 ... -25.949976 -28.349529 -30.092575]
 ...
 [-32.27282  -30.089973 -29.620398 ... -30.589584 -30.093159 -28.350201]
 [-31.113024 -31.113024 -28.347015 ... -32.276005 -28.754225 -25.950695]
 [-29.620352 -27.591246 -26.896048 ... -30.589584 -28.754225 -27.239855]]",42.4057
73f7e827,"[[-22.678211 -25.040241 -27.184483 ... -27.911703 -24.264942 -25.319111]
 [-26.515921 -25.040241 -25.040283 ... -23.550587 -20.9949   -21.166946]
 [-26.843729 -25.316006 -25.040283 ... -26.846792 -20.9949   -20.182587]
 ...
 [-29.568727 -25.895884 -25.601461 ... -22.891188 -24.265547 -23.325657]
 [-27.909243 -25.601418 -26.200726 ... -27.912308 -26.519632 -24.265591]
 [-25.601376 -25.040844 -26.844418 ... -26.203705 -26.847441 -26.519676]]","[[-30.037746 -33.559612 -29.568211 ... -30.04081  -36.061451 -35.146347]
 [-30.534218 -33.559612 -32.864414 ... -31.624434 -35.146301 -33.562721]
 [-31.62137  -29.568167 -30.534304 ... -32.223698 -35.146301 -33.562721]
 ...
 [-28.295345 -34.31599  -32.221325 ... -31.064465 -29.126308 -29.571878]
 [-27.184999 -35.143845 -31.622063 ... -30.537888 -30.041456 -29.571878]
 [-30.038349 -31.061443 -30.038435 ... -32.224304 -30.53793  -30.041502]]",43.256
3ae035d9,"[[-19.245918 -21.697321 -19.245842 ... -15.67412  -17.333569 -17.565168]
 [-18.561634 -20.145224 -18.82884  ... -16.780178 -17.80319  -17.448576]
 [-18.431017 -17.68602  -18.175457 ... -21.325052 -19.386814 -17.565168]
 ...
 [-19.835426 -19.105051 -21.888597 ... -20.630219 -17.220434 -17.220396]
 [-18.966112 -18.694618 -20.467331 ... -17.925117 -17.68379  -15.769384]
 [-16.063307 -19.246326 -21.697729 ... -18.559406 -19.243652 -15.395739]]","[[-22.283144 -23.588444 -26.652973 ... -21.694719 -23.128548 -22.908604]
 [-25.125278 -24.322899 -25.410015 ... -26.991077 -25.701881 -23.585768]
 [-25.125278 -24.071117 -25.125206 ... -20.62981  -20.97044  -24.068441]
 ...
 [-21.328098 -24.071524 -22.911648 ... -21.325459 -19.681688 -22.081158]
 [-22.697247 -24.071524 -23.357178 ... -19.986525 -22.909048 -21.695053]
 [-24.323383 -24.582644 -22.4879   ... -23.354614 -23.354576 -21.325386]]",45.8822
d4bb8bac,"[[-27.469995 -27.115461 -28.629915 ... -26.449644 -26.777494 -25.829041]
 [-31.552395 -30.465282 -28.629915 ... -22.821283 -22.407631 -23.255751]
 [-29.968811 -29.968853 -28.629955 ... -22.821283 -21.273081 -23.713007]
 ...
 [-26.13208  -26.775816 -29.500252 ... -26.778519 -26.778519 -24.44845 ]
 [-26.447966 -26.132122 -27.116524 ... -25.830025 -24.196665 -26.450794]
 [-29.054682 -28.22687  -28.63098  ... -24.707706 -24.707748 -27.119267]]","[[-29.968769 -30.991861 -30.991901 ... -30.467941 -29.05636  -29.50193 ]
 [-30.991821 -30.465282 -30.991901 ... -27.842405 -31.555176 -30.468063]
 [-30.991861 -29.053703 -27.839787 ... -27.842405 -30.468023 -32.798176]
 ...
 [-32.796375 -29.50021  -27.4711   ... -30.469007 -30.469007 -29.502954]
 [-28.630856 -29.50021  -27.116524 ... -30.469007 -30.469048 -31.556242]
 [-26.775816 -27.4711   -31.553539 ... -29.972536 -27.843472 -28.633682]]",44.4612
957821db,"[[-23.289461 -23.503994 -21.059732 ... -21.923637 -20.741264 -21.063059]
 [-24.663834 -24.915674 -23.08032  ... -20.741264 -19.98555  -19.98555 ]
 [-24.18116  -22.875881 -22.10335  ... -23.083534 -19.157698 -22.484381]
 ...
 [-23.951777 -21.061985 -21.568161 ... -19.427179 -17.821022 -18.900715]
 [-23.506306 -22.292404 -20.899742 ... -22.881466 -21.230824 -21.230824]
 [-23.506306 -23.951889 -23.291941 ... -27.592033 -24.921312 -24.669588]]","[[-29.524538 -29.524595 -29.970179 ... -26.921188 -28.313963 -26.921301]
 [-29.100809 -30.4398   -30.936329 ... -27.249052 -28.700123 -28.700123]
 [-29.100809 -28.696796 -30.439856 ... -30.443069 -29.973505 -26.300671]
 ...
 [-26.604288 -26.920227 -26.299601 ... -30.941801 -29.530235 -26.008465]
 [-27.588703 -27.248095 -26.920341 ... -28.316278 -27.946667 -27.946667]
 [-27.588703 -29.103174 -28.699162 ... -27.251368 -28.316336 -29.106562]]",38.4591
35ac7dc2,"[[-26.90699  -25.103502 -25.103548 ... -25.667244 -24.580135 -24.08371 ]
 [-23.165302 -21.764591 -21.055187 ... -27.975111 -25.106714 -22.54039 ]
 [-23.165302 -24.325188 -22.537224 ... -29.18907  -25.667288 -23.388466]
 ...
 [-27.248335 -26.263977 -25.664757 ... -22.540932 -22.540977 -24.840115]
 [-25.664711 -26.579905 -26.57995  ... -22.540932 -20.890278 -22.541023]
 [-25.959175 -25.664757 -26.907759 ... -23.389055 -24.329031 -24.329031]]","[[-29.631386 -32.283943 -28.358095 ... -27.975111 -27.975157 -27.975201]
 [-27.971947 -31.124149 -31.124193 ... -32.930801 -31.127316 -30.600779]
 [-29.631432 -30.101099 -32.927727 ... -30.104218 -30.104263 -31.687935]
 ...
 [-28.358681 -29.632063 -30.598202 ... -31.688477 -32.287785 -33.626766]
 [-31.124737 -28.358727 -28.358772 ... -30.601322 -31.68852  -32.28783 ]
 [-30.101685 -31.124781 -27.603001 ... -31.68852  -31.127991 -31.127991]]",42.5644
6738197b,"[[-19.92119  -21.965164 -22.513996 ... -23.517929 -24.892309 -24.647684]
 [-20.651527 -21.121214 -21.617748 ... -22.518448 -23.517992 -26.23131 ]
 [-20.500465 -20.500526 -19.247656 ... -22.518448 -23.952379 -25.946501]
 ...
 [-20.805971 -21.618393 -23.100492 ... -20.06772  -20.810621 -21.970524]
 [-19.646133 -21.965876 -24.8885   ... -22.519159 -20.357342 -20.067848]
 [-23.10043  -24.174191 -26.227501 ... -21.970461 -20.505886 -20.067913]]","[[-22.704773 -24.405052 -23.099783 ... -28.539049 -28.539114 -24.178064]
 [-23.727821 -26.521128 -26.226727 ... -24.177933 -25.403393 -23.518057]
 [-24.173351 -25.398809 -26.226727 ... -24.647556 -24.647619 -23.104364]
 ...
 [-25.666733 -25.399517 -24.405827 ... -25.144739 -24.893019 -23.51877 ]
 [-26.227306 -25.666798 -26.227436 ... -25.144739 -25.671383 -24.178774]
 [-25.399517 -26.227436 -25.666925 ... -28.539825 -24.893085 -24.89315 ]]",36.4332
50e84584,"[[-21.025326 -17.50355  -18.443481 ... -21.368919 -21.368919 -23.984333]
 [-19.782368 -17.50355  -17.503601 ... -20.384558 -20.86285  -21.197014]
 [-22.476389 -20.076933 -21.720716 ... -23.307169 -18.826921 -18.826921]
 ...
 [-23.091747 -19.784449 -19.089256 ... -22.0952   -20.081844 -21.198999]
 [-20.861958 -19.784449 -19.089256 ... -22.0952   -19.643806 -21.725628]
 [-19.640877 -20.69965  -19.360764 ... -20.70253  -19.787428 -22.885517]]","[[-22.090237 -21.903486 -22.676075 ... -27.048851 -27.048851 -24.71879 ]
 [-23.304193 -21.903486 -25.518257 ... -26.721043 -24.71879  -28.113861]
 [-28.49699  -30.240042 -25.803118 ... -26.721092 -25.245419 -25.245419]
 ...
 [-28.498972 -27.388676 -25.805099 ... -24.720776 -22.286152 -27.391603]
 [-25.80505  -27.388676 -26.404364 ... -24.720776 -23.094728 -22.095297]
 [-25.520241 -24.221476 -25.244576 ... -30.244953 -27.746229 -24.720926]]",40.7129
41477516,"[[-22.390375 -22.390427 -27.850506 ... -28.223209 -26.51466  -25.087595]
 [-22.012722 -22.390427 -25.351732 ... -28.223209 -32.535259 -29.437273]
 [-21.134613 -22.785362 -25.084505 ... -28.223263 -24.828297 -25.354927]
 ...
 [-28.608353 -30.35141  -29.436314 ... -27.855728 -27.16054  -27.160591]
 [-29.012474 -29.012474 -29.436314 ... -27.855728 -24.333956 -27.160591]
 [-29.881786 -25.086634 -23.20129  ... -24.333956 -22.995073 -24.096079]]","[[-27.850401 -25.627443 -29.879662 ... -30.848787 -25.630587 -24.828297]
 [-24.573317 -25.627443 -26.827457 ... -30.848787 -30.848843 -24.828297]
 [-25.351679 -27.49593  -27.155319 ... -32.535259 -31.375473 -29.437328]
 ...
 [-28.222252 -28.608406 -26.513752 ... -27.160484 -27.16054  -25.632824]
 [-26.5137   -26.5137   -25.353912 ... -27.160484 -30.851028 -25.632824]
 [-23.861189 -24.827335 -27.852743 ... -28.225449 -28.611605 -29.015728]]",39.9784
20936ccc,"[[-21.006029 -21.730309 -24.882505 ... -27.753574 -27.753613 -28.543823]
 [-25.158232 -24.615227 -25.158308 ... -27.029333 -24.617891 -24.885208]
 [-25.158232 -23.621468 -23.621506 ... -24.358593 -24.106848 -24.106848]
 ...
 [-27.027161 -27.027199 -23.622002 ... -24.107306 -23.167412 -23.16745 ]
 [-28.965399 -26.042877 -23.390404 ... -24.885666 -24.618425 -24.107382]
 [-27.381773 -26.686569 -26.358799 ... -23.624632 -24.618425 -24.107382]]","[[-28.136974 -25.443041 -26.358227 ... -21.732977 -22.732494 -26.360933]
 [-27.75091  -26.358227 -24.882544 ... -25.445707 -24.358593 -23.86216 ]
 [-27.75091  -26.686037 -25.737581 ... -24.617891 -22.31884  -22.31884 ]
 ...
 [-26.358685 -27.751442 -28.137585 ... -26.689201 -26.68924  -26.689274]
 [-25.443573 -27.75148  -27.751518 ... -25.446241 -26.361429 -25.446318]
 [-26.686531 -25.443611 -27.027273 ... -26.045506 -24.359127 -25.446318]]",45.2859
60bcf9a7,"[[-20.336905 -18.976963 -17.16563  ... -14.101933 -15.089228 -17.588066]
 [-20.336905 -20.336967 -17.91218  ... -18.256477 -17.805225 -18.611181]
 [-17.268421 -16.478313 -16.478313 ... -17.481491 -17.805225 -16.967445]
 ...
 [-13.085777 -13.085777 -14.928766 ... -18.493862 -18.493862 -17.484106]
 [-15.08808  -13.544826 -16.575855 ... -16.675468 -15.336597 -14.853987]
 [-18.490162 -18.026869 -18.026869 ... -15.760383 -14.776086 -13.283414]]","[[-26.505985 -22.884892 -24.158335 ... -25.387362 -24.393669 -27.458302]
 [-25.383665 -25.926773 -25.124493 ... -24.631653 -24.162094 -25.387552]
 [-25.38373  -30.179001 -30.179001 ... -26.814606 -24.162094 -24.162159]
 ...
 [-25.386276 -25.386276 -23.291634 ... -27.460852 -27.460852 -26.217957]
 [-25.929321 -25.386341 -24.630632 ... -27.460852 -26.817223 -29.316061]
 [-24.875259 -27.12941  -27.12941  ... -24.879021 -24.634398 -26.817286]]",36.1061
